"#Compound List: 9080 found, 1566 shown, filtered on MS/MS Count"
#
Show/Hide,Label,Mass,RT,Avg Mass,Height,Area,Ion Polarity,Base Peak,Z Count,Saturated,Algorithm,End,FV,Abund,MS/MS Count,File,Volume,Formula,Precursor,CE,m/z (Prod),Width,Max Z,Ions,Min Z,ID Source,ID Techniques Applied,Score,Start,Cpd,Name,Hit Count,CAS ID,HMP ID,KEGG ID,Lipid ID,METLIN ID,Swiss-Prot,Notes,Mass (Tgt),Diff (ppm),Score (Tgt),Flags (Tgt),Diff (mDa),RT (Tgt),Target Retention Time Difference,Score (Frag Coelution),FIs Conf.,FIs Conf. %,Score (Frag Ratio),FragMassDiff(ppm),FIs Eval.,Source,Flag Severity (Tgt),Vol %,Std Dev,Group,Cpds/Group,Score (MFE),Score (DB),Reference mass,Reference Retention Time,RT Diff,Hits (DB),Common Hit Count,Relative Reference Mass difference,Reference Mass difference
True,Cpd 131: 1.002,666.2216,1.002,,183659,713394,Positive,104.1068,1,,Find by Formula,1.092,,56954,6,PQC_Prfrd opt Iterative-r002.d,,,684.2559,,,0.058,1,7,1,FBF,FBF,99.81,0.921,131,,1,,,,,,,,666.2213,0.38,99.81,,0.25,1.001,0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 133: 0.943,342.1161,0.943,,91194,788833,Positive,104.107,1,,Find by Formula,1.178,,18350,6,PQC_Prfrd opt Iterative-r002.d,,,360.15,,,0.119,1,9,1,FBF,FBF,92.1,0.807,133,,1,,,,,,,,342.116,0.41,92.1,,0.14,0.995,-0.052,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 154: 9.837,484.2799,9.837,,41394,207448,Positive,59.0603,1,,Find by Formula,9.96,,20660,6,PQC_Prfrd opt Iterative-r002.d,,,485.2874,,,0.078,1,7,1,FBF,FBF,99.33,9.755,154,,1,,,,,,,,484.2799,-0.05,99.33,,-0.03,9.851,-0.014,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 170: 11.153,396.2874,11.153,,67208,433563,Positive,634.4522,1,,Find by Formula,11.524,,26227,6,PQC_Prfrd opt Iterative-r002.d,,,414.3213,,,0.082,1,4,1,FBF,FBF,99.52,10.987,170,,1,,,,,,,,396.2875,-0.32,99.52,,-0.13,11.159,-0.006,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 186: 0.958,356.1312,0.958,,90540,353706,Positive,104.107,1,,Find by Formula,1.196,,21549,6,PQC_Prfrd opt Iterative-r002.d,,,374.1659,,,0.048,1,8,1,FBF,FBF,91.12,0.886,186,,1,,,,,,,,356.1311,0.47,91.12,,0.17,0.973,-0.015,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 187: 3.773,187.0634,3.773,,89912,349003,Positive,368.1273,1,,Find by Formula,4.015,,40978,6,PQC_Prfrd opt Iterative-r002.d,,,205.097,,,0.06,1,3,1,FBF,FBF,91.78,3.695,187,,1,,,,,,,,187.0634,0.17,91.78,,0.03,3.772,0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 208: 10.221,510.2948,10.221,,26037,149066,Positive,59.0602,1,,Find by Formula,10.558,,10581,6,PQC_Prfrd opt Iterative-r002.d,,,511.3028,,,0.097,1,6,1,FBF,FBF,91.64,10.187,208,,1,,,,,,,,510.2953,-0.86,91.64,,-0.44,10.215,0.006,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 251: 10.275,370.2721,10.275,,47893,316555,Positive,59.0602,1,,Find by Formula,10.542,,7263,6,PQC_Prfrd opt Iterative-r002.d,,,388.3056,,,0.087,1,6,1,FBF,FBF,91.75,10.187,251,,1,,,,,,,,370.2721,0.14,91.75,,0.05,10.274,0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 292: 7.082,243.1833,7.082,,70892,331783,Positive,59.0603,1,,Find by Formula,7.351,,33805,6,PQC_Prfrd opt Iterative-r002.d,,,244.1908,,,0.071,1,3,1,FBF,FBF,91.77,6.981,292,,1,,,,,,,,243.1833,0.21,91.77,,0.05,7.087,-0.005,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 349: 0.943,342.1159,0.943,,83725,716120,Positive,104.107,1,,Find by Formula,1.196,,11110,6,PQC_Prfrd opt Iterative-r002.d,,,365.1054,,,0.112,1,5,1,FBF,FBF,85.55,0.807,349,,1,,,,,,,,342.1157,0.59,85.55,,0.2,0.889,0.054,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 474: 0.943,342.1159,0.943,,90334,785261,Positive,104.107,1,,Find by Formula,1.178,,18350,6,PQC_Prfrd opt Iterative-r002.d,,,360.15,,,0.12,1,9,1,FBF,FBF,92.44,0.807,474,,1,,,,,,,,342.116,-0.32,92.44,,-0.11,0.998,-0.055,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 490: 10.818,340.2252,10.818,,10476,48395,Positive,634.4268,1,,Find by Formula,11.002,,2784,6,PQC_Prfrd opt Iterative-r002.d,,,341.2321,,,0.071,1,4,1,FBF,FBF,91.42,10.735,490,,1,,,,,,,,340.225,0.59,91.42,,0.2,10.825,-0.007,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 621: 6.135,596.2802,6.135,,22550,118746,Positive,441.202,1,,Find by Formula,6.4,,9646,6,PQC_Prfrd opt Iterative-r002.d,,,597.2873,,,0.064,1,3,1,FBF,FBF,90.75,6.061,621,,1,,,,,,,,596.2802,-0.03,90.75,,-0.02,6.143,-0.008,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 658: 5.749,244.1307,5.749,,9461,41483,Positive,59.0603,1,,Find by Formula,5.864,,1852,6,PQC_Prfrd opt Iterative-r002.d,,,227.1277,,,0.069,1,3,1,FBF,FBF,64.35,5.683,658,,1,,,,,,,,244.1309,-0.71,64.35,low score,-0.17,5.757,-0.008,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 791: 11.990,486.2978,11.99,,5573,23967,Positive,59.0602,1,,Find by Formula,12.081,,2528,6,PQC_Prfrd opt Iterative-r002.d,,,487.3054,,,0.071,1,3,1,FBF,FBF,91.11,11.919,791,,1,,,,,,,,486.2978,-0.01,91.11,,0,11.99,0,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 875: 12.138,460.3551,12.138,,5388,28598,Positive,654.3322,1,,Find by Formula,12.199,,2787,6,PQC_Prfrd opt Iterative-r002.d,,,443.352,,,0.079,1,3,1,FBF,FBF,89.89,12.015,875,,1,,,,,,,,460.3547,0.83,89.89,,0.38,12.136,0.002,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 928: 4.633,596.1378,4.633,,8834,54369,Positive,118.0863,1,,Find by Formula,4.751,,2402,6,PQC_Prfrd opt Iterative-r002.d,,,597.1448,,,0.073,1,2,1,FBF,FBF,64.51,4.413,928,,1,,,,,,,,596.1376,0.26,64.51,low score,0.15,4.632,0.001,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 1015: 7.228,404.2576,7.228,,5418,44232,Positive,59.0602,1,,Find by Formula,7.521,,1055,6,PQC_Prfrd opt Iterative-r002.d,,,405.2635,,,0.17,1,2,1,FBF,FBF,64.29,7.062,1015,,1,,,,,,,,404.2571,1.18,64.29,low score,0.48,7.232,-0.004,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 58: 7.641,406.2719,7.641,,54092,335961,Positive,943.5269,1,,Find by Formula,7.865,,20739,6,PQC_Prfrd opt Iterative-r003.d,,,424.3056,,,0.092,1,6,1,FBF,FBF,91.5,7.546,58,,1,,,,,,,,406.2721,-0.44,91.5,,-0.18,7.653,-0.012,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 70: 10.945,924.6006,10.945,,176290,1125778,Positive,766.5309,2,,Find by Formula,11.21,,36060,6,PQC_Prfrd opt Iterative-r003.d,,,480.3352,,,0.087,2,7,1,FBF,FBF,98.86,10.753,70,,1,,,,,,,,924.6018,-1.29,98.86,,-1.19,10.95,-0.005,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 110: 1.309,504.169,1.309,,91850,1256492,Positive,104.107,1,,Find by Formula,1.707,,26530,6,PQC_Prfrd opt Iterative-r003.d,,,522.2029,,,0.159,1,7,1,FBF,FBF,98.28,1.112,110,,1,,,,,,,,504.169,0.03,98.28,,0.01,1.336,-0.027,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 114: 10.119,510.2955,10.119,,47770,276684,Positive,496.3398,1,,Find by Formula,10.181,,18986,6,PQC_Prfrd opt Iterative-r003.d,,,511.3029,,,0.093,1,8,1,FBF,FBF,99.39,9.996,114,,1,,,,,,,,510.2956,-0.17,99.39,,-0.09,10.122,-0.003,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 349: 0.946,342.1158,0.946,,79128,704070,Positive,104.107,1,,Find by Formula,1.191,,11882,6,PQC_Prfrd opt Iterative-r003.d,,,365.1053,,,0.127,1,5,1,FBF,FBF,84.6,0.777,349,,1,,,,,,,,342.1157,0.5,84.6,,0.17,0.889,0.057,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 420: 0.919,358.1103,0.919,,25888,128156,Positive,104.107,1,,Find by Formula,1.191,,2296,6,PQC_Prfrd opt Iterative-r003.d,,,359.1183,,,0.059,1,3,1,FBF,FBF,64.51,0.855,420,,1,,,,,,,,358.1105,-0.56,64.51,low score,-0.2,0.918,0.001,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 768: 2.618,175.0841,2.618,,4260,31259,Positive,229.1547,1,,Find by Formula,2.835,,2374,6,PQC_Prfrd opt Iterative-r003.d,,,176.0917,,,0.108,1,2,1,FBF,FBF,61.97,2.52,768,,1,,,,,,,,175.0843,-1.31,61.97,low score,-0.23,2.65,-0.032,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 1004: 6.941,424.2804,6.941,,4670,28264,Positive,59.0602,1,,Find by Formula,7.122,,1151,6,PQC_Prfrd opt Iterative-r003.d,,,425.2898,,,0.085,1,2,1,FBF,FBF,63.53,6.882,1004,,1,,,,,,,,424.2812,-2.03,63.53,low score,-0.86,6.955,-0.014,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 6: 10.767,1320.8382,10.767,,1030110,6476170,Positive,744.4924,2,,Find by Formula,11.102,,109328,6,PQC_Prfrd opt Iterative-r004.d,,,678.4532,,,0.078,2,9,1,FBF,FBF,99.96,10.59,6,,1,,,,,,,,1320.8383,-0.07,99.96,,-0.1,10.765,0.002,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 93: 0.910,147.0532,0.91,,123522,685735,Positive,104.107,1,,Find by Formula,1.185,,33809,6,PQC_Prfrd opt Iterative-r004.d,,,148.0605,,,0.068,1,6,1,FBF,FBF,91.86,0.831,93,,1,,,,,,,,147.0533,-0.29,91.86,,-0.04,0.906,0.004,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 178: 5.148,502.1088,5.148,,51408,310788,Positive,118.0863,1,,Find by Formula,5.532,,15263,6,PQC_Prfrd opt Iterative-r004.d,,,503.1184,,,0.078,1,5,1,FBF,FBF,98.91,4.9,178,,1,,,,,,,,502.1086,0.54,98.91,,0.27,5.147,0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 260: 11.328,432.3452,11.328,,27301,177319,Positive,59.0601,1,,Find by Formula,11.678,,6989,6,PQC_Prfrd opt Iterative-r004.d,,,450.3788,,,0.091,1,4,1,FBF,FBF,88.32,11.225,260,,1,,,,,,,,432.3457,-1.03,88.32,,-0.45,11.36,-0.032,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 371: 11.369,564.3439,11.368,,13312,113414,Positive,59.0602,1,,Find by Formula,11.814,,4179,6,PQC_Prfrd opt Iterative-r004.d,,,565.35,,,0.159,1,4,1,FBF,FBF,90.33,11.272,371,,1,,,,,,,,564.3452,-2.2,90.33,,-1.24,11.373,-0.005,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 764: 11.369,564.343,11.368,,13366,115288,Positive,59.0602,1,,Find by Formula,11.841,,4179,6,PQC_Prfrd opt Iterative-r004.d,,,565.35,,,0.159,1,4,1,FBF,FBF,70.49,11.245,764,,1,,,,,,,,564.343,0.04,70.49,low score,0.03,11.488,-0.12,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 782: 11.328,432.3345,11.328,,26320,179015,Positive,59.0601,1,,Find by Formula,11.569,,986,6,PQC_Prfrd opt Iterative-r004.d,,,433.3311,,,0.089,1,4,1,FBF,FBF,62.94,11.239,782,,1,,,,,,,,432.3344,0.44,62.94,low score,0.19,11.483,-0.155,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 4: 10.732,1364.8648,10.732,,1472920,7378824,Positive,744.4924,2,,Find by Formula,11.139,,144510,6,PQC_Prfrd opt Iterative-r005.d,,,700.4663,,,0.061,2,9,1,FBF,FBF,99.51,10.582,4,,1,,,,,,,,1364.8648,-0.01,99.51,,-0.02,10.746,-0.014,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 113: 11.139,496.3142,11.139,,40309,229974,Positive,590.4261,1,,Find by Formula,11.55,,14612,6,PQC_Prfrd opt Iterative-r005.d,,,497.3237,,,0.073,1,8,1,FBF,FBF,97.87,11.038,113,,1,,,,,,,,496.3153,-2.14,97.87,,-1.06,11.15,-0.011,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 330: 1.484,203.1151,1.484,,41638,275746,Positive,104.107,1,,Find by Formula,1.747,,15442,6,PQC_Prfrd opt Iterative-r005.d,,,204.1231,,,0.077,1,4,1,FBF,FBF,91.01,1.215,330,,1,,,,,,,,203.1152,-0.02,91.01,,0,1.479,0.005,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 947: 0.933,518.1839,0.933,,7799,54385,Positive,104.1069,1,,Find by Formula,1.316,,962,6,PQC_Prfrd opt Iterative-r005.d,,,541.1743,,,0.082,1,3,1,FBF,FBF,64.31,0.862,947,,1,,,,,,,,518.1843,-0.81,64.31,low score,-0.42,0.942,-0.009,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 281: 10.070,1390.8204,10.07,,27606,182524,Positive,496.3395,1,,Find by Formula,10.229,,2817,6,PQC_Prfrd opt Iterative-r006.d,,,696.4181,,,0.091,2,6,2,FBF,FBF,98.97,9.943,281,,1,,,,,,,,1390.8212,-0.54,98.97,,-0.76,10.072,-0.002,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 334: 10.055,1434.8463,10.055,,23825,158983,Positive,496.3395,1,,Find by Formula,10.285,,3092,6,PQC_Prfrd opt Iterative-r006.d,,,726.9438,,,0.092,2,6,2,FBF,FBF,96.51,9.943,334,,1,,,,,,,,1434.847,-0.51,96.51,,-0.73,10.07,-0.015,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 341: 10.070,1302.7688,10.07,,25975,171340,Positive,496.3395,1,,Find by Formula,10.231,,3099,6,PQC_Prfrd opt Iterative-r006.d,,,652.3921,,,0.091,2,5,2,FBF,FBF,98.22,9.941,341,,1,,,,,,,,1302.7689,-0.13,98.22,,-0.17,10.079,-0.009,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 281: 10.054,1390.8212,10.054,,26399,184963,Positive,496.3398,1,,Find by Formula,10.265,,2240,6,PQC_Prfrd opt Iterative-r007.d,,,696.4184,,,0.094,2,6,2,FBF,FBF,97.78,9.939,281,,1,,,,,,,,1390.8212,0.03,97.78,,0.04,10.072,-0.018,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 286: 10.072,1346.7947,10.072,,26220,174948,Positive,496.3398,1,,Find by Formula,10.212,,2593,6,PQC_Prfrd opt Iterative-r007.d,,,674.4053,,,0.093,2,6,2,FBF,FBF,97.42,9.941,286,,1,,,,,,,,1346.7948,-0.03,97.42,,-0.04,10.077,-0.005,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 317: 0.978,221.0898,0.978,,11168,187952,Positive,104.107,1,,Find by Formula,1.383,,3245,6,PQC_Prfrd opt Iterative-r008.d,,,244.0791,,,0.214,1,4,1,FBF,FBF,87.73,0.793,317,,1,,,,,,,,221.0901,-1.26,87.73,,-0.28,0.993,-0.015,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 1: 0.926,103.0995,0.926,,2329991,12194906,Positive,116.0705,1,,Find by Formula,1.01,,119843,3,PQC_Prfrd opt Iterative-r001.d,,,104.1069,,,0.087,1,3,1,FBF,FBF,99.63,0.841,1,,1,,,,,,,,103.0996,-0.77,99.63,,-0.08,0.916,0.01,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 4: 10.732,1364.8648,10.732,,1226237,7223909,Positive,744.4925,2,,Find by Formula,10.999,,126244,3,PQC_Prfrd opt Iterative-r001.d,,,700.4664,,,0.074,2,9,1,FBF,FBF,99.43,10.57,4,,1,,,,,,,,1364.8648,0,99.43,,0.01,10.746,-0.014,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 6: 10.761,1320.8382,10.761,,1065901,6447405,Positive,744.4923,2,,Find by Formula,11.036,,112304,3,PQC_Prfrd opt Iterative-r001.d,,,678.4532,,,0.074,2,9,1,FBF,FBF,99.93,10.589,6,,1,,,,,,,,1320.8383,-0.08,99.93,,-0.11,10.765,-0.004,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 7: 10.092,495.3323,10.092,,561286,2706082,Positive,496.3398,1,,Find by Formula,10.319,,93713,3,PQC_Prfrd opt Iterative-r001.d,,,496.3398,,,0.071,1,6,1,FBF,FBF,99.95,9.997,7,,1,,,,,,,,495.3323,0.04,99.95,,0.02,10.089,0.003,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 9: 10.781,1276.8107,10.781,,895295,5419847,Positive,722.4792,2,,Find by Formula,11.048,,91162,3,PQC_Prfrd opt Iterative-r001.d,,,656.44,,,0.077,2,8,1,FBF,FBF,99.3,10.601,9,,1,,,,,,,,1276.8123,-1.26,99.3,,-1.61,10.785,-0.004,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 12: 11.073,677.4713,11.073,,571176,3230047,Positive,590.4261,1,,Find by Formula,11.343,,93594,3,PQC_Prfrd opt Iterative-r001.d,,,678.4786,,,0.069,1,4,1,FBF,FBF,99.19,10.921,12,,1,,,,,,,,677.4721,-1.27,99.19,,-0.86,11.078,-0.005,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 13: 11.087,633.4439,11.087,,535184,3104641,Positive,722.5047,1,,Find by Formula,11.355,,69099,3,PQC_Prfrd opt Iterative-r001.d,,,634.4522,,,0.076,1,4,1,FBF,FBF,98.37,10.946,13,,1,,,,,,,,633.4449,-1.67,98.37,,-1.06,11.099,-0.012,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 15: 10.796,1232.785,10.796,,751949,4432727,Positive,700.4659,2,,Find by Formula,11.059,,88032,3,PQC_Prfrd opt Iterative-r001.d,,,634.4269,,,0.077,2,8,1,FBF,FBF,99.62,10.64,15,,1,,,,,,,,1232.7857,-0.57,99.62,,-0.7,10.805,-0.009,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 17: 11.048,721.4965,11.048,,544034,3013820,Positive,634.4526,1,,Find by Formula,11.315,,90597,3,PQC_Prfrd opt Iterative-r001.d,,,722.5049,,,0.071,1,4,1,FBF,FBF,99.26,10.898,17,,1,,,,,,,,721.4973,-1.04,99.26,,-0.75,11.057,-0.009,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 19: 3.171,433.1812,3.171,,398353,1583140,Positive,166.0862,1,,Find by Formula,3.409,,74220,3,PQC_Prfrd opt Iterative-r001.d,,,434.1889,,,0.06,1,4,1,FBF,FBF,98.67,3.087,19,,1,,,,,,,,433.1819,-1.55,98.67,,-0.67,3.168,0.003,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 20: 4.791,492.2686,4.791,,277333,1339174,Positive,493.2807,1,,Find by Formula,5.117,,102832,3,PQC_Prfrd opt Iterative-r001.d,,,495.2962,,,0.072,1,4,1,FBF,FBF,70.35,4.693,20,,1,,,,,,,,492.2688,-0.37,70.35,low score,-0.18,4.84,-0.049,,,,,,,,Warning,,,,,,,,,,,,,,
True,Cpd 21: 13.579,337.3344,13.579,,219370,956207,Positive,338.3417,1,,Find by Formula,13.818,,98787,3,PQC_Prfrd opt Iterative-r001.d,,,338.3417,,,0.064,1,6,1,FBF,FBF,99.7,13.482,21,,1,,,,,,,,337.3344,-0.26,99.7,,-0.09,13.571,0.008,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 23: 11.355,523.3629,11.355,,132713,989723,Positive,59.0601,1,,Find by Formula,11.724,,51160,3,PQC_Prfrd opt Iterative-r001.d,,,524.3709,,,0.102,1,5,1,FBF,FBF,99.24,11.234,23,,1,,,,,,,,523.3631,-0.38,99.24,,-0.2,11.339,0.016,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 24: 11.115,589.4188,11.115,,491171,2783788,Positive,678.4787,1,,Find by Formula,11.384,,87669,3,PQC_Prfrd opt Iterative-r001.d,,,590.4261,,,0.072,1,4,1,FBF,FBF,99.18,10.946,24,,1,,,,,,,,589.4196,-1.41,99.18,,-0.83,11.119,-0.004,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 25: 11.036,765.5231,11.036,,401667,2319895,Positive,678.4788,1,,Find by Formula,11.295,,73023,3,PQC_Prfrd opt Iterative-r001.d,,,766.5313,,,0.073,1,4,1,FBF,FBF,99.63,10.871,25,,1,,,,,,,,765.5237,-0.84,99.63,,-0.64,11.035,0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 26: 10.812,1188.7598,10.812,,563236,3420160,Positive,678.4532,2,,Find by Formula,11.073,,86668,3,PQC_Prfrd opt Iterative-r001.d,,,612.4137,,,0.075,2,8,1,FBF,FBF,99.42,10.667,26,,1,,,,,,,,1188.7596,0.12,99.42,,0.15,10.825,-0.013,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 27: 2.236,131.0947,2.236,,395587,2986791,Positive,132.1019,1,,Find by Formula,2.558,,112172,3,PQC_Prfrd opt Iterative-r001.d,,,132.1019,,,0.099,1,3,1,FBF,FBF,91.68,2.145,27,,1,,,,,,,,131.0946,0.47,91.68,,0.06,2.245,-0.009,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 28: 1.567,127.0998,1.567,,155516,1328775,Positive,104.107,1,,Find by Formula,2.019,,81532,3,PQC_Prfrd opt Iterative-r001.d,,,145.1336,,,0.125,1,3,1,FBF,FBF,91.55,1.393,28,,1,,,,,,,,127.0998,0.27,91.55,,0.03,1.555,0.012,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 30: 2.761,229.1791,2.761,,202934,957769,Positive,229.1547,1,,Find by Formula,3.07,,73543,3,PQC_Prfrd opt Iterative-r001.d,,,230.1862,,,0.064,1,3,1,FBF,FBF,99.9,2.633,30,,1,,,,,,,,229.179,0.47,99.9,,0.11,2.764,-0.003,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 34: 11.136,545.3916,11.136,,373908,2129064,Positive,678.4786,1,,Find by Formula,11.397,,86040,3,PQC_Prfrd opt Iterative-r001.d,,,546.3999,,,0.068,1,4,1,FBF,FBF,99.12,10.961,34,,1,,,,,,,,545.3924,-1.48,99.12,,-0.81,11.138,-0.002,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 35: 10.845,1144.7341,10.845,,435254,2543195,Positive,678.4531,2,,Find by Formula,11.099,,69461,3,PQC_Prfrd opt Iterative-r001.d,,,590.4007,,,0.074,2,8,1,FBF,FBF,99.74,10.703,35,,1,,,,,,,,1144.7337,0.39,99.74,,0.44,10.845,0,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 36: 10.999,809.5521,10.999,,289581,1696947,Positive,678.4787,1,,Find by Formula,11.261,,76166,3,PQC_Prfrd opt Iterative-r001.d,,,810.5575,,,0.074,1,4,1,FBF,FBF,99.27,10.858,36,,1,,,,,,,,809.5522,-0.06,99.27,,-0.05,11.013,-0.014,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 38: 3.240,148.0524,3.24,,414530,1939185,Positive,166.0864,1,,Find by Formula,3.477,,96846,3,PQC_Prfrd opt Iterative-r001.d,,,166.0864,,,0.068,1,4,1,FBF,FBF,99.9,3.156,38,,1,,,,,,,,148.0524,0.3,99.9,,0.04,3.235,0.005,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 39: 10.334,451.3152,10.334,,237582,952845,Positive,452.3221,1,,Find by Formula,10.543,,102113,3,PQC_Prfrd opt Iterative-r001.d,,,452.3221,,,0.059,1,4,1,FBF,FBF,99.58,10.199,39,,1,,,,,,,,451.3147,1.06,99.58,,0.48,10.336,-0.002,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 40: 2.031,131.0946,2.031,,289699,1973172,Positive,132.1019,1,,Find by Formula,2.145,,146591,3,PQC_Prfrd opt Iterative-r001.d,,,132.1019,,,0.106,1,2,1,FBF,FBF,91.91,1.906,40,,1,,,,,,,,131.0946,0.16,91.91,,0.02,2.032,-0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 42: 3.868,367.1239,3.868,,121570,528545,Positive,368.1275,1,,Find by Formula,4.18,,70029,3,PQC_Prfrd opt Iterative-r001.d,,,368.1275,,,0.073,1,6,1,FBF,FBF,98.99,3.836,42,,1,,,,,,,,367.1234,1.36,98.99,,0.5,3.879,-0.011,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 44: 1.027,100.0523,1.027,,154755,852177,Positive,104.1069,1,,Find by Formula,1.099,,154867,3,PQC_Prfrd opt Iterative-r001.d,,,118.0862,,,0.115,1,3,1,FBF,FBF,90.78,0.957,44,,1,,,,,,,,100.0523,-0.52,90.78,,-0.05,1.005,0.022,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 45: 1.027,113.084,1.027,,60785,318456,Positive,104.1069,1,,Find by Formula,1.099,,41691,3,PQC_Prfrd opt Iterative-r001.d,,,131.1179,,,0.115,1,3,1,FBF,FBF,91.66,0.938,45,,1,,,,,,,,113.084,0,91.66,,0,1.016,0.011,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 46: 6.171,440.1953,6.171,,331978,1209131,Positive,255.0653,1,,Find by Formula,6.387,,94956,3,PQC_Prfrd opt Iterative-r001.d,,,441.2023,,,0.054,1,3,1,FBF,FBF,99.47,6.101,46,,1,,,,,,,,440.1948,1.2,99.47,,0.53,6.171,0,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 47: 4.777,441.2616,4.777,,345484,1153193,Positive,495.2965,1,,Find by Formula,4.882,,76529,3,PQC_Prfrd opt Iterative-r001.d,,,442.27,,,0.048,1,4,1,FBF,FBF,99.94,4.674,47,,1,,,,,,,,441.2617,-0.07,99.94,,-0.03,4.776,0.001,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 48: 10.858,1100.7049,10.858,,341064,1885105,Positive,634.4269,2,,Find by Formula,11.115,,74721,3,PQC_Prfrd opt Iterative-r001.d,,,568.3875,,,0.07,2,8,1,FBF,FBF,99.25,10.703,48,,1,,,,,,,,1100.706,-1.09,99.25,,-1.2,10.866,-0.008,,,,,,,,Pass,,,,,,,,,,,,,,
True,Cpd 50: 6.216,592.3288,6.216,,300984,1431028,Positive,441.2022,1,,Find by Formula,6.537,,83701,3,PQC_Prfrd opt Iterative-r001.d,,,593.3334,,,0.069,1,4,1,FBF,FBF,95.34,6.118,50,,1,,,,,,,,592.3288,0.07,95.34,,0.04,6.229,-0.013,,,,,,,,Pass,,,,,,,,,,,,,,
