row ID,row m/z,row retention time,OMICS_MHAE003_icMERS_12HRS_1_Lipid_027_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_12HRS_3_Lipid_037_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_12HRS_4_Lipid_022_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_0HRS_2_Lipid_007_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_0HRS_1_Lipid_041_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_48HRS_1_Lipid_013_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_48HRS_2_Lipid_031_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_0HRS_5_Lipid_002_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_48HRS_1_Lipid_049_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_0HRS_4_Lipid_005_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_12HRS_2_Lipid_050_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_36HRS_1_Lipid_053_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_36HRS_4_Lipid_023_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_24HRS_5_Lipid_004_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_0HRS_4_Lipid_034_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_0HRS_1_Lipid_057_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_36HRS_2_Lipid_033_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_24HRS_3_Lipid_040_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_24HRS_2_Lipid_039_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_48HRS_4_Lipid_035_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_0HRS_2_Lipid_059_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_36HRS_1_Lipid_009_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_36HRS_3_Lipid_021_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_48HRS_3_Lipid_014_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_48HRS_2_Lipid_001_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_12HRS_1_Lipid_038_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_24HRS_3_Lipid_058_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_36HRS_5_Lipid_003_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_36HRS_4_Lipid_008_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_12HRS_5_Lipid_055_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_24HRS_4_Lipid_029_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_36HRS_5_Lipid_045_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_48HRS_3_Lipid_052_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_0HRS_5_Lipid_015_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_12HRS_2_Lipid_032_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_48HRS_5_Lipid_046_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_12HRS_5_Lipid_020_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_48HRS_4_Lipid_010_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_48HRS_5_Lipid_019_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_24HRS_1_Lipid_044_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_24HRS_1_Lipid_056_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_24HRS_2_Lipid_025_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_24HRS_4_Lipid_047_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_12HRS_3_Lipid_028_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_24HRS_5_Lipid_017_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_0HRS_3_Lipid_016_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_12HRS_4_Lipid_051_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_36HRS_3_Lipid_011_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_36HRS_2_Lipid_043_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_0HRS_3_Lipid_026_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,
4,612.1784213630913,59.3313230272109,6.071009733513594E7,4553178.402388881,2.9120806847115874E7,1.7947006411514178E7,3275146.4006245025,2.182839805089116E7,3.4925896174851194E7,4.276720661301022E7,1.791551574119159E7,4.8503763013774194E7,5.1118219728699416E7,4.7737352568063475E7,4.083348643624925E7,0,2000446.2967304438,1.1372541890901726E7,3313396.4723641207,5315068.710608615,3.784995219890968E7,3.1015677573910728E7,1.0935233724708408E7,6.975099960821643E7,2.336616929134345E7,5.33292523692765E7,3.2253805735201556E7,3.461644483773987E7,5.7524632765192725E7,2.757047977819019E7,5.394218846761555E7,1.155086468425161E7,3.0953169097495526E7,4.017305851863013E7,4401401.489645063,1.9615379165334404E7,3.4667049595890336E7,1.0834362494912406E7,6.417881324599474E7,5.856447568909688E7,7.456373154509312E7,3.4323631784261875E7,5.573927721851153E7,6.276889323375769E7,3.979462557105297E7,6.3074544418992944E7,6.380910738338725E7,4.002830863098864E7,3.4826195298355244E7,7.40331997604271E7,2.8349405940807477E7,8.536765576092707E7,
9,763.7985657382568,55.754133298611094,2.6857546637381192E7,9410974.394717285,8768794.023559388,7661627.372995272,1.1484304835819572E7,0,4.473302870330522E7,4.222825303879066E7,1.497164597577962E7,4.121849252316074E7,2.4012041900779847E7,7.457224948439582E7,6708686.269177628,6396148.07746135,8212112.731911538,9678035.505343877,8660128.689563038,9670580.961359035,3.1463898599718694E7,2.3829933357424904E7,7122595.066825191,4.8021059134667635E7,1.25819962507744E7,4.61286833457166E7,2.373365022495091E7,4.919367152739546E7,4.7749600258495934E7,2.889121043159855E7,6.529400909458676E7,6947847.89222065,9054311.993900359,7.208404598398747E7,4.848853794575955E7,6825047.572422253,7.50506420782228E7,1.050677610146952E7,5.3406889765102945E7,0,4.3258092880724385E7,5.159680799758324E7,7.20330228549307E7,8.4452671797049E7,6.981614939133263E7,3.671264800058801E7,6.718719189653432E7,3.921591931785951E7,5.46148035046258E7,8.493360500953275E7,5.776976976390344E7,6.912133394376224E7,
10,327.07713997628144,59.58804493055558,2.7563036071152367E7,1.8167784440391097E7,1.719435871954681E7,1.201388070033016E7,1.4930733676158506E7,1.5695145920034831E7,0,0,1.626551304142314E7,2.9875598418990783E7,3.073821433469262E7,0,1.3528598858914156E7,0,1.3962031875433894E7,0,1.1793142166814266E7,1.3147196587921405E7,2.392032149557694E7,2.46634681676061E7,1.9082018585139688E7,0,0,0,0,0,0,0,0,1.21046599650806E7,3.0341246413292103E7,3.048859062908453E7,0,1.3442225598451808E7,0,0,0,2.489124664771674E7,0,3.041932824216925E7,0,0,0,2.954485643010876E7,0,0,0,3.7512411730134286E7,0,0,
14,1409.0068898179486,59.60339122807009,2.7447792929346543E7,0,3.729666349018745E7,0,3.5465159428022996E7,3.1065561204586454E7,0,0,0,0,4.853949579233763E7,0,3.7701992811046466E7,0,2.9380542275297686E7,0,0,0,3.2852853479243778E7,3.23211540111266E7,3.804540296388853E7,0,0,4.906979778768442E7,3.1446634452056825E7,0,0,0,0,0,5.071824609266307E7,0,0,0,0,2.761082760967309E7,0,4.633940698663216E7,4.11260288401449E7,4.3749357609224685E7,0,0,0,5.3133304066203825E7,0,0,5.0815013582378745E7,0,0,0,
15,281.0501797040119,56.23756644736836,2.3581393547409974E7,0,2.27333889374662E7,1.4578464019879157E7,1136433.113604888,1.54450460164705E7,0,0,9667797.692328768,2260439.7562839612,1.0339550517302888E7,5816076.853013463,8457369.969303032,0,1616241.4068151244,7279822.3772769645,0,1279530.1200814596,0,0,7012559.410266996,0,1.6301634357771635E7,6057969.578812875,0,3556619.6451645424,1.928645020087268E7,0,1.1757694955116915E7,3788246.078566067,5512771.282643536,7856791.68534333,6021842.03073791,1.5261155629114177E7,0,8343607.432662938,1.4495483591884628E7,1.0416873170684464E7,1.9885195439865876E7,5841589.347311092,9944628.826931251,1.8228526656358555E7,4288613.3735218905,0,1.8672195465611085E7,1.0090982202911342E7,4529694.661902472,2.0971768483723406E7,3471103.5124903354,2.816447157102092E7,
16,383.13954521907414,59.59176696428572,2.562577216276162E7,1.6359947498337924E7,1.7229544124373626E7,1.3472993687818969E7,1.290028455387274E7,1.4855216020633403E7,0,0,0,2.806183777438739E7,2.847073086838819E7,0,1.4756712833016753E7,0,1.4463278045451613E7,1.6176429601401707E7,1.1741385510638362E7,1.2170696364165781E7,0,2.2516827951663733E7,1.7941512102890197E7,0,0,3.446325234515852E7,1.867751599762788E7,0,0,0,0,1.2993718424749626E7,3.253410160524441E7,2.909625848153366E7,0,1.318529750075363E7,0,0,0,2.429396124172225E7,3.220660280292152E7,0,0,0,3.2329944426252082E7,3.0385172370490707E7,0,2.9458643904613916E7,3.31160425620014E7,0,2.988791486989974E7,0,
17,707.736546366621,52.74414883720926,2.464138245607753E7,7967709.054362914,7961669.385397196,7962499.364284664,1.041704619617931E7,9424569.09417977,4.22790909709522E7,3.65688650815501E7,1.6055796757206244E7,3.715900769952908E7,2.473396088304907E7,6.788891138295372E7,8386005.989932404,0,7889243.845007131,8272076.077106846,9648742.277843222,0,3.009681514444319E7,2.444568768178732E7,0,4.360150858621594E7,1.441454645667743E7,4.655911210478934E7,0,0,4.1949526776769914E7,0,4.9281358707101814E7,6889946.1193699725,3.996011866859266E7,6.276147263382226E7,4.920557158800557E7,5847396.973650541,5.55621877586295E7,1.104475344716629E7,4.123045316270066E7,0,4.992074125375076E7,5.1471780440713786E7,5.9795251027451076E7,6.107805106607565E7,5.998846322501113E7,3.5348971207821205E7,5.6086334783090845E7,3.7091389560251474E7,4.360134340160929E7,5.962328180054794E7,4.864924068488309E7,4.8419560140871614E7,
19,369.3506830920512,52.49217824074072,1.5459721180111006E7,4.858316309666029E7,3.8710965499108285E7,0,8.193382104150294E7,0,0,1088917.268654313,0,0,5.8146633891987965E7,0,5.208658696481521E7,0,5.89018889145751E7,7.943070112420939E7,0,6.2316979048807286E7,0,0,7.84290810347861E7,0,4.832615068861466E7,0,0,0,0,0,888736.0075536243,5.928473966028312E7,5.99592922846087E7,0,0,0,0,0,2.9743649286840614E7,0,0,0,0,0,0,0,0,0,0,1.1925015133674659E7,0,3.2702940557995174E7,
22,679.7055974984387,48.08201617283945,2.1191529122702748E7,6207357.084418029,9638204.479538523,7156985.762632058,1.0976687044375446E7,8730784.985538792,0,0,1.2024192095058437E7,6.2467102573259585E7,4.544413346764789E7,0,6090588.725299812,0,4954679.024331801,7668780.056547187,5646981.155582321,8269488.8569069225,0,0,9837477.291896973,7.741495950817129E7,8739418.956472613,4.8302252804670736E7,0,0,0,0,0,6040230.020207208,0,0,0,6647258.414718901,0,7855210.608544872,8.467466973342879E7,3.981994823902466E7,0,0,0,1.0929472771698192E8,0,0,1.1519512818234839E8,6.917265342854403E7,0,0,7.013529126849595E7,0,
25,732.6140574041428,66.26354715053762,1.9989691030533895E7,2215229.3872648343,2337395.7768712863,3370830.642195463,0,5318395.7417756505,7.580841360559896E7,0,4621105.8785653,0,0,0,5430111.358312624,3417414.2619013526,1589470.7404304184,1716825.45053206,0,0,2.3389920515609235E7,1.7633161415370476E7,0,2.0078803048668653E7,4996737.034442091,0,0,0,2.0960924907921966E7,1.2207514574953873E7,0,3666821.8840686446,5.8534879664299324E7,0,0,3086462.5532111195,0,0,2.621987979470277E7,2.1571951500616886E7,0,0,4.647885705969589E7,4.249730067070448E7,5.472054829340784E7,1.706232400494635E7,0,6.727723477848363E7,4.1231351868992545E7,2.4847904386162363E7,6.571040522643516E7,1.882967305661483E7,
27,698.2525565074495,64.18743122549022,1.7250238079795737E7,6529383.837139298,1.3636503240148231E7,1.2014981774785155E7,8000673.56389773,5112040.1197799165,2.5194330299710296E7,0,6309127.131875043,3.438922276289567E7,0,2.9667601418198764E7,0,3745285.74450564,4323570.547574074,4216434.322117601,5477296.645310223,7348243.000297014,0,2.6194933836480368E7,1.2260110965035949E7,0,6460908.653541478,0,0,0,3.413588001878514E7,0,3.138530123938583E7,6714563.1494844835,3.1833145760660574E7,2.607274825166328E7,6596895.922727762,8444120.768685292,0,9246180.685933428,3.872763336450903E7,0,2.3334132306810025E7,2.5954758981933054E7,0,3.8042073512931876E7,2.2864160851337407E7,3.694334184467082E7,0,0,0,0,2.835639088136073E7,4.75110208760439E7,
32,873.2636646292021,65.48591007246382,1.5882583991616586E7,1800482.8398393146,1553605.9182301187,2198772.6356019257,2596355.243114903,1284340.1289909435,1.8522831017376762E7,0,1839989.3656366765,2.7324423428227656E7,3.501223418357269E7,1.8640232636626136E7,2.0633795085679825E7,1391801.6930014924,1952285.5547613325,867751.9459251317,1503118.8479374936,2257097.638841284,2.274690760261227E7,1.5261912975733144E7,3414324.528916887,2.7348328592655845E7,1923521.4486823506,2.1288963155669205E7,0,2.1637532574885253E7,2.0699649498558886E7,0,2.2848545256565053E7,1332027.0764957415,1.9282817836459886E7,1.3000151743690707E7,1634803.9291777108,2742898.174613767,1.7163645959791277E7,2232769.42048222,2.3015759763876107E7,0,1.428788292937409E7,1.5532888262444172E7,1.7711988142721757E7,2.0170514804740828E7,1.3946023856270427E7,1.9017180939247474E7,2.0526710015608046E7,2.1332307062658064E7,1.7386703804590993E7,3.343979656373739E7,1.7344619190483287E7,2.9786074777664457E7,
34,607.3885837064681,56.105934523809516,1.355491683642081E7,0,5373014.673581687,5225049.799559688,5430905.144050515,5583344.169190377,1.567614367800827E7,0,5170805.689827109,1.7888974862821195E7,1.2946727727172147E7,0,0,3755533.0527489143,4997880.880568795,5419397.606514977,4742150.354650039,3178679.6190009415,1.0945757117142575E7,1.0911167200749528E7,4738020.17472228,1.3709675196040664E7,5833537.177109087,1.58652286915255E7,1.1925555657415213E7,1.4129421018992664E7,1.668465961458123E7,0,1.6394886279682204E7,4084861.41960617,1.4379571002529481E7,1.7715154265993215E7,1.6355818995544063E7,3880668.2406538944,0,5131697.0255999435,2.1753443324458074E7,1.366749350912459E7,1.899908907951876E7,1.8176719487490837E7,1.7509554602973353E7,2.428524818548536E7,0,1.5257243006905455E7,1.9846785655539777E7,1.3961002615632953E7,0,2.3128038012257203E7,1.845290632066138E7,2.0664210444521993E7,
36,772.2710741675064,65.62200037037034,1.2790568718715802E7,8764275.141388811,1.1997853554630676E7,1.1183325315973364E7,1.1336613802483356E7,2642612.188178806,1.913656010329994E7,0,7546127.384978186,3.2501369488232013E7,0,2.603139436113578E7,3.6769192393853754E7,5320842.977593092,7638624.363646567,2872241.785040039,5161816.083990536,7666562.752209502,0,2.937428789812138E7,1.2691483862055205E7,6.307091141796922E7,4565540.728763586,2.787185892139258E7,0,3.2705341766301215E7,3.0579903450383544E7,0,2.9121939371708352E7,4594922.101965506,2.521785532015257E7,1.5266024687230827E7,6773899.958714341,1.2644367928083342E7,2.5213312749049816E7,7367257.991196236,2.6624244108023845E7,5.136822537379134E7,1.4260925766645776E7,1.952357687567161E7,2.39895311243896E7,2.786769314143243E7,1.5472276674260322E7,3.0523663836264722E7,2.6921912106112413E7,2.3832546185383033E7,1.9329113921554048E7,4.599968585730987E7,2.10908425581106E7,4.004011853860773E7,
39,637.6942956517936,69.12332202898551,1.3323340621215666E7,0,6313147.506084676,6249408.318021285,7225201.35101701,7622894.619894083,1.6559980069431737E7,1.4369850017020252E7,0,1.500581005079166E7,1.1297899873004993E7,1.901970197122652E7,6828389.400134749,6248149.883531146,5061978.568422297,5518533.237224999,6421775.007643128,6539442.513682848,1.2831244394034503E7,1.1697216650889281E7,5958179.4861271,0,8301032.502616739,1.6914132430945504E7,0,1.6433772751416177E7,1.5816701718435254E7,1.191652332896667E7,1.835495163567039E7,5626170.682927011,1.7283030710013945E7,2.0691375374622032E7,1.7219784350878377E7,5852238.351863121,1.7148251879520394E7,8255383.295759958,1.6633643422232112E7,1.2808785112298552E7,1.670440177798396E7,1.7779784035107017E7,1.9138050086933993E7,2.0391032637433957E7,1.764515313505394E7,1.4004999209851524E7,1.7081698225279834E7,1.6770319734267144E7,1.5630974551211488E7,1.870507599728421E7,1.7336809546875395E7,1.9934023903026048E7,
43,852.7982230139651,72.14347433333339,1.3393462652581368E7,0,0,0,3.851673257507842E7,8791211.209749423,6.004890721905291E7,0,0,0,3.274015916004012E7,2.3717840031848878E7,2.341318883575134E7,0,0,0,0,0,2.7906181487858463E7,3.711840467835487E7,0,0,0,0,0,0,1.890082672427993E7,0,0,3.2026573672265053E7,0,2.8813164341432013E7,0,0,0,0,1.8011071619483232E7,3.2922036594967455E7,0,0,0,0,0,0,1.817340508927313E7,2.733208207001146E7,3.367566178929015E7,1.3482054165701665E7,2.6326071099297356E7,8065572.430053459,
44,642.6008158950157,65.65586004385963,1.529401198149286E7,0,2.399931862992452E7,1.223434759711374E7,0,9145331.878893007,1.1222299130716989E7,1.2898485663051903E7,0,1.6177007819597702E7,1.839790184225125E7,1.0497214613270897E7,0,0,0,0,0,1.3157763911985898E7,1.5532864437411426E7,7869961.1804609215,1.6624067621887915E7,1.669272956473543E7,9005099.350333042,1.1782331062372454E7,0,1.0023155445626203E7,1.696680465067281E7,0,1.170626479421667E7,1.3523001741497776E7,1.2987038737668332E7,9672530.22023848,1.210112236751581E7,1.5267106305399261E7,1.5237612270146322E7,1.1830631595159309E7,1.2580461441150937E7,0,9854630.616452249,1.6481167263153452E7,9311764.926355297,1.6824595157737497E7,7953339.0177364545,1.3402601427667346E7,1.1989278267920425E7,1.088041633517856E7,1.5330049437326616E7,0,1.2265937997507554E7,1.3763006195832975E7,
45,786.6971777259658,66.27203543333334,1.2846247779186552E7,2670322.3978096875,4618003.034398369,3887773.1310119843,4085183.6479749926,3703246.652391251,1.8701118879028313E7,1.859637474739881E7,3730688.559506327,1.6751037515467104E7,4038919.77420454,2.0729577231591202E7,4111788.4409459904,3221564.064044155,2759509.656311695,2968559.0729898266,2599468.2333022617,3852259.106552734,7510340.4468399845,6446976.415088532,3097134.8007266624,9211359.900665918,4257181.700004924,1.8797489126607936E7,6725523.204085768,1.7529206643571936E7,1.0576186221220247E7,5506499.754493154,2.1795048538936146E7,3703812.0231771185,1.6384917477992272E7,2.0296051662944492E7,2.3284024998041123E7,4096942.7655615006,2.2255791004238803E7,3105230.7544923667,1.8312300778591495E7,8386483.750447589,1.7238363434384532E7,1.890499486254746E7,1.5826272216624038E7,2.1494556735672254E7,1.813201230866045E7,9832517.207269194,1.9577103156239703E7,1.77464358678402E7,1.8173487929957416E7,2.4750675203252003E7,1.8588440670847867E7,1.5635172865966566E7,
48,608.6428477621123,69.12010679487179,1.26276045557097E7,7370524.374796841,7408661.7260709815,7216891.679842748,1.0343149269184561E7,8404350.294454563,2.3143672224974416E7,0,1.2150080210891092E7,2.1314664300078727E7,1.7080619577794507E7,3.1802831251890175E7,7621242.780760082,7391491.093343654,6027811.7133237505,6322709.531855724,7203514.946748165,0,1.877103133383054E7,0,7980173.964815892,1.9782243631202802E7,8236875.896375908,0,1.3986025028673371E7,0,0,1.5272487687977444E7,0,7492492.448920006,0,0,0,7227246.319818587,2.780654060310369E7,1.0458229835205432E7,2.3743061820497107E7,1.6447648300558884E7,2.1366574770438615E7,2.893631533518666E7,2.9826140432767436E7,2.5878940520393763E7,2.3643669623057246E7,1.995928950928402E7,2.631372816351992E7,2.0863791324179694E7,2.509200279191561E7,2.9335819865790732E7,0,2.89855188441047E7,
52,329.1568890801178,3.284789074074111,5345789.375906542,2761114.080338088,0,0,6898740.636598235,0,0,0,3322139.41947575,2868421.8089727615,0,5175554.381109947,0,0,0,5421554.474820632,0,0,0,4511000.837183485,5144919.864904853,3707168.6670774617,0,0,0,0,0,0,2237189.2738218005,0,5777092.106629004,0,5776666.529450527,0,0,0,8711348.243751613,0,0,0,6632629.184969097,0,0,6644927.799161946,0,3631706.968481971,0,0,0,7165420.536526779,
55,737.4992167703842,59.06630719512197,1.4454229970153484E7,0,736093.523678765,947003.9930198601,895867.2478208169,1259402.855510524,8218651.429674015,4174979.268138596,1770390.279935657,0,3622600.713121664,1.2577537589597816E7,0,0,1456851.6418034518,1675733.306824646,2242478.4022910045,1928068.0111573057,5281271.842799637,5233655.092110711,0,8251359.438776909,1890674.1579974145,5417016.238343074,3904693.374041392,6789094.3468608605,5223766.804420754,6711411.5693259705,1.0638454902140912E7,0,0,8661273.237189762,6310447.991909116,0,1.3029583159066666E7,1651119.6511997865,6937455.814631344,4474931.006535489,9577921.455847796,8141311.629510419,7359383.554063003,0,8907503.55599434,3491346.3325837376,6678376.744855255,5024208.009850221,6778731.114619705,1.01426924187603E7,1.0824513668355778E7,6038819.933419073,
56,1328.9021312499353,59.58070111111114,1.3562371584492406E7,9710376.550840098,0,0,0,0,0,1.885197416386477E7,9668513.157413814,0,0,1.7785565860267457E7,0,0,0,0,0,0,1.1871017988417897E7,0,0,0,0,0,1.2816293295464836E7,1.7568234490120646E7,2.0628741216847558E7,1.0489177990773443E7,0,0,0,0,1.756099697697297E7,0,0,0,2.5011823753098696E7,0,0,0,0,0,0,0,2.0914177133147888E7,0,2.384779849157908E7,0,2.1583918623833224E7,0,
57,721.7523546134391,52.7205856349207,1.1809916272162363E7,3225937.387223963,3815428.862700734,3435251.7425767905,5485760.314294816,3564370.552519645,1.807359541972497E7,0,7038656.764684664,1.7636278818155307E7,1.1695940667709908E7,3.0037348050769947E7,3971514.782916394,0,3376345.5664115837,3944861.472919247,4145844.9011734426,0,1.3552386273257533E7,1.0242898279113583E7,0,1.8554545653094925E7,5890205.852321577,1.876359845764976E7,0,0,1.916059166501388E7,0,2.165795915138472E7,3103680.647613167,1.716973713261899E7,2.6519959755414434E7,2.067443662637944E7,2380971.561548191,2.627705018254433E7,5064034.7824043725,1.786017433658752E7,0,2.0654091975846622E7,2.241118512288411E7,2.6473920363477267E7,2.7824349013248514E7,2.5559278674185105E7,1.5571576226976719E7,2.6962803025666963E7,1.6447906024663165E7,1.98121531542168E7,2.6086031999125384E7,2.059091210156697E7,2.3649656226208393E7,
62,519.1366804574634,56.234391047618985,1.0225819325125117E7,1195175.7519153308,1.0057595078925025E7,7691798.393786794,0,7337060.594287186,0,0,4378947.333923614,0,5474127.954428087,3028503.2647353727,4214345.454067009,0,0,3952016.722320475,0,0,0,0,4013401.1689067474,6721466.710410464,8344204.80058072,2284734.891529614,0,0,9208584.868125534,0,5300738.054701709,1822493.2612538224,2634260.8359884024,3717618.1427098727,2908619.722849274,8278161.124482909,0,3940671.9613892133,6516054.204118308,5357233.092920455,1.0257650677293196E7,0,4965364.380787792,8381967.064382361,2166240.5156363593,1.1917965691979876E7,9626469.840886524,4859630.51142756,2111409.551212867,9582989.249653274,1507135.9097742836,1.3889990454828791E7,
64,266.99814483544924,56.24160897435885,1.0216743016113752E7,0,1.0989313429776723E7,6974706.71680037,783492.077152779,6469885.115565887,0,0,4665662.54650014,1084979.6311012874,4683053.500962661,2667955.969555188,3405389.9480472123,0,0,3991575.372175081,0,839870.9150191637,0,734704.9398535418,3662172.8368738694,0,7040649.80932622,2912923.5857867817,0,1477708.7893748751,9290851.364082566,291970.13613479136,6113755.914696156,1989032.7183139995,2571903.133786949,3685769.7731618504,2877863.5949088344,6684362.084422938,0,3943937.102767092,6282898.625418398,5192372.327480065,9485924.799450722,2377665.5525129326,4426857.975198563,8487844.78115498,2411910.7409811863,1.1940920439792167E7,8581423.788701043,4430576.172538169,0,9828277.048710033,1635814.1419506017,1.314849160345989E7,
69,1074.15481560501,67.82892507407405,8662323.929951439,0,3932195.583602247,3960314.896869513,0,4988923.157824801,1.087759513037314E7,1.2309959815741139E7,0,1.2007145906541448E7,7446679.1587634,1.4060031785947064E7,4212861.079248525,3610628.044376637,2204975.7274593455,1970101.6053698878,0,3495668.2947586454,7288470.7178761065,7951491.197748486,3004797.0897128973,9558070.431798069,4288435.737359457,1.2055060473250106E7,7688816.113356694,1.2013620145315988E7,1.1836852563316273E7,6952349.8559648385,1.2907877271422274E7,2338167.89887396,1.3305683451683462E7,1.3174655666166198E7,1.333776893777153E7,3311585.3662449657,1.27014694647775E7,0,1.4671926123136474E7,7779239.803906564,1.227220286785897E7,1.1630106137039937E7,1.3215453201414755E7,1.4141134939189369E7,1.3409293424448786E7,1.17034459433787E7,1.447742877092495E7,1.0364925705613576E7,1.1436464504400775E7,1.5332120212218814E7,1.22246883873097E7,1.718504683501209E7,
70,693.7555912204756,71.19559940972226,9699309.759847254,2550843.2115278984,2216250.8083060337,0,3308419.7626445373,3079108.922133456,1.3599041121003494E7,1.3499193255462592E7,3559069.31465506,1.2580721561015716E7,5652281.913632844,1.1788178371977761E7,3676810.7277537226,2608189.0345246457,1803161.7868385515,1778121.090687817,2862260.440676803,2382428.6101837,8526588.7112983,7858717.982116114,1961656.6132713133,9802717.860073095,3268999.1702138376,1.3804026407446176E7,9383313.769576067,1.22249869023052E7,8239479.701223483,9072404.17891598,1.5393847867388926E7,2114748.874542243,1.3841905581476605E7,1.3524657057532022E7,1.1905456513321435E7,0,1.2483282722335616E7,3168370.0454317047,1.4190608698026912E7,9049518.961385354,1.4069899832044585E7,1.1694056963620882E7,1.1721553584584558E7,1.4773234928088836E7,1.1636174011255363E7,8779976.82193051,1.3921917769033428E7,1.2577188813353041E7,1.0161079493048498E7,1.754062773415917E7,1.2286893535024812E7,1.3466046449047584E7,
72,647.4199110506551,51.884056274509646,1.0377779726836799E7,4465278.170936178,4978770.787738791,0,4460111.068377571,4350236.125769473,0,0,4573249.540143394,0,0,0,2598798.924212467,0,4097636.3660997725,5961905.161234742,3580409.099083643,4591596.31225288,0,7629150.207556055,4807338.36039658,0,4773581.634947894,0,0,0,0,0,0,3505685.315023283,0,0,0,3626738.957695668,0,4526752.725299443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
