row ID,row m/z,row retention time,OMICS_MHAE003_icMERS_12HRS_1_Lipid_027_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_12HRS_3_Lipid_037_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_12HRS_4_Lipid_022_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_0HRS_2_Lipid_007_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_0HRS_1_Lipid_041_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_48HRS_1_Lipid_013_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_48HRS_2_Lipid_031_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_0HRS_5_Lipid_002_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_48HRS_1_Lipid_049_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_0HRS_4_Lipid_005_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_12HRS_2_Lipid_050_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_36HRS_1_Lipid_053_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_36HRS_4_Lipid_023_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_24HRS_5_Lipid_004_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_0HRS_4_Lipid_034_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_0HRS_1_Lipid_057_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_36HRS_2_Lipid_033_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_24HRS_3_Lipid_040_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_24HRS_2_Lipid_039_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_48HRS_4_Lipid_035_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_0HRS_2_Lipid_059_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_36HRS_1_Lipid_009_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_36HRS_3_Lipid_021_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_48HRS_3_Lipid_014_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_48HRS_2_Lipid_001_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_12HRS_1_Lipid_038_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_24HRS_3_Lipid_058_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_36HRS_5_Lipid_003_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_36HRS_4_Lipid_008_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_12HRS_5_Lipid_055_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_24HRS_4_Lipid_029_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_36HRS_5_Lipid_045_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_48HRS_3_Lipid_052_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_0HRS_5_Lipid_015_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_12HRS_2_Lipid_032_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_48HRS_5_Lipid_046_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_12HRS_5_Lipid_020_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_48HRS_4_Lipid_010_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_48HRS_5_Lipid_019_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_24HRS_1_Lipid_044_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_24HRS_1_Lipid_056_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_24HRS_2_Lipid_025_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_24HRS_4_Lipid_047_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_12HRS_3_Lipid_028_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_24HRS_5_Lipid_017_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_icMERS_0HRS_3_Lipid_016_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_12HRS_4_Lipid_051_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_36HRS_3_Lipid_011_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_36HRS_2_Lipid_043_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,OMICS_MHAE003_MOCK_0HRS_3_Lipid_026_POS_7July17_Polaroid_HSST-T3-A923.mzML Peak area,
1959,1192.8226132302655,62.51248789473684,764138.6823202899,0,0,0,2169582.493302212,0,0,0,0,1615756.8513413977,0,1128970.2698570068,0,0,0,0,0,2294671.1609879043,0,0,0,0,2002855.1167679948,0,0,0,0,1833340.5576339683,1824229.766015876,1662967.0615170684,2346400.342398147,0,1570314.5708518587,0,1568955.9436977308,0,1683868.8224529196,0,1864968.4540616258,0,1998169.743160416,0,1616164.4926076764,2009311.9741640266,2068410.8867347848,0,0,0,0,1865567.3572913609,
1961,533.3834234664097,23.275814238095144,670297.093427015,976708.714024567,0,1093520.0762814046,1167578.3711527719,1051704.7607252598,746526.235680844,1114882.5128353825,1200225.285202349,988964.328383389,1221570.280180703,0,1287646.2244086894,859899.0834900582,0,1018715.1772851986,920787.5587199159,782892.9060745898,0,966211.4166643913,0,1578192.3001865055,0,0,998593.3290132689,0,1386383.8791644955,925324.8057143288,0,0,0,1295387.087278115,748137.0327610077,1148968.1921889014,1146716.2979136263,1403122.1588970115,1260065.4028227783,924906.8608277627,1084017.3167791564,967743.0135898003,0,1335913.3772240041,0,1240687.8458400136,1114931.6041624825,0,938712.0506405308,1324347.2578402848,975527.7116332009,0,
1963,1347.9155603486981,61.92016222222221,532664.9660413112,0,1547239.3273316224,1822573.505442121,0,0,0,1577705.1547392716,0,0,0,0,0,0,0,0,984478.9622952515,0,0,0,0,0,0,2181691.736657502,0,1441843.9343736349,0,1329846.0545224713,0,0,0,0,1004446.9582873611,2547514.3097546482,0,0,1802683.429667096,0,1778483.7359535063,0,0,1521833.5496803997,0,0,0,0,0,0,1834626.46996109,2202097.5819404945,
1966,558.4058830289745,31.50386472222225,810056.6544225456,0,0,0,0,0,0,0,0,1247644.6245171574,0,0,0,0,0,0,0,0,0,638192.506122622,0,1164805.9175394499,0,0,914036.1432479335,880808.6663179204,0,0,0,0,0,0,0,0,0,755390.7863023977,0,752927.6371150857,0,0,0,0,1236084.1309421405,0,1518656.4683209113,1214143.790676649,0,1390638.8726094814,0,0,
1969,520.4194587018745,27.310426346153804,623813.1797138922,993707.3838314717,1353649.9082509787,0,1371366.4259799377,1054608.9733925492,0,0,0,1098113.3456434903,0,0,1333235.8113407905,948855.2388235616,0,1484805.0321869561,888273.3483759989,1129054.2751985933,0,0,1526962.1963763614,0,1303919.275110947,1387880.8044442118,0,0,0,0,1191036.223956102,1245434.5412602085,1120576.5821452485,937270.4774257226,0,0,0,1257700.2177424475,0,0,1197377.533007723,1109894.9827318625,0,0,1072575.2166080712,1413989.8772176383,1355401.2343102603,1199174.0620298618,0,1532834.4292009901,0,0,
1970,1327.8385257890804,55.2705082812499,726665.6106388133,1319891.9019538795,0,0,1710422.0911187252,2453904.7346341857,2067342.106386366,1083345.6476955435,0,1579352.8640687757,0,1409513.7037982005,1684263.092754886,0,1548236.785844769,1569784.1354168248,1067625.7013742984,0,1713718.481362975,1549844.3030046425,2431118.2789051402,1949250.596737199,0,0,0,1600764.9026192077,1795131.8094917424,0,0,1846546.422394304,0,1366136.9064177216,1656575.295598283,2094169.4918010281,0,0,0,2481273.948581685,1405900.7845148786,1496312.3949385646,1331278.0902205252,0,1150469.9619345593,0,0,1835864.3875762946,1848079.2752204048,2414555.082141775,1839977.884115303,1840458.1825095185,
1972,795.471919662294,67.11593828431367,373271.7773507986,1828390.9505547462,0,1220882.147013218,699218.2333543808,0,2825347.6635769643,1511927.290676245,451511.1027587102,1095917.6025905653,804571.9640675216,0,0,954288.86958827,1775229.789640985,1180218.1037034306,1667368.3760205829,0,1937385.671816409,1918700.9121841528,963303.2038782117,0,0,926189.64043824,1493000.1225596475,907261.6605870464,0,1396994.3509618232,533332.8498537509,997929.9813181808,874191.4993312762,1525859.4431614834,1204362.6682773298,951228.4371425433,1509364.9676750829,2039895.2189843701,0,754932.9535902331,1249118.3430361534,1411997.326521641,0,0,0,0,0,1425671.0548363246,890678.5449436626,0,1348516.9503605799,0,
1979,623.5819029892931,42.90197604166663,856881.9800887592,1141295.468349683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1286169.708752042,0,0,0,0,0,0,0,0,0,0,0,0,0,748164.4517831575,1204319.8627348049,0,1773909.8314986527,0,0,1613439.2110870518,2334194.125123766,0,0,0,0,0,
1990,322.3097267701375,50.92980315476189,715994.1859545178,482645.41619764466,0,400555.37982254795,604848.9960439529,0,857731.7406411156,0,585861.3520780536,1082255.0985299319,959317.5790795088,1420754.8386619873,454527.92116163083,0,635633.7113118566,0,0,503911.15228107973,809341.8276795491,0,0,896346.1892012627,456521.49899530556,0,0,0,0,0,1231787.0693695731,0,1208750.0904666577,0,811056.4264503809,521773.12568065984,1681662.873994826,0,1613035.1811885084,810739.9182091824,1079052.6998065116,1083123.167774362,0,0,1308024.8455016233,1225118.2951085367,0,1279923.7732919604,0,0,0,1582670.8079091655,
1991,622.6023173115537,62.3492253070175,532491.1119223093,1292256.3026479327,1400136.4913051627,1757608.4484428028,0,2105301.7336813607,1229614.682968958,0,1026278.3283409947,1168049.2105133324,1456464.2385300305,1273275.9777976552,1952526.8131204597,1366151.6618549598,1336254.768152853,1714313.2567265101,1054247.1833753719,1437208.6820813736,0,1950643.0297320762,2210062.0595201408,1660565.4695276443,1402832.505738052,1855907.8731708203,1160037.3634874735,0,0,851952.1148529615,1425584.463610686,1481121.5918157836,1927781.8906913272,1428210.7584067904,2503427.617315159,2156066.1531640743,0,1989993.0494105837,1459303.5368032285,1707914.7816446824,0,0,0,1098017.7183223586,1216885.01839929,1917919.8330363235,1667372.922460447,1882795.950412336,1355877.6016852355,0,0,0,
1994,984.7514803524688,48.77697067901232,661388.1384794342,1034396.699331176,0,0,1395441.5698408505,1213759.6904603057,0,1242846.6871038985,0,1122424.8031159758,1388338.273386087,0,1500584.2689706362,0,1110819.8674040432,1351319.9123723153,0,0,0,1005977.8251805624,1352490.7567808554,0,0,1265212.7343242047,0,0,1431366.380244737,0,0,0,1169017.3749332011,0,960452.1998073865,1284108.5399550563,1281606.1184657828,1265065.1491434772,1449193.210853608,1331938.200500424,1147783.782089688,0,1363587.3131469602,0,1250662.215674297,1626760.2842057066,1406299.7229703823,0,1216719.9454212799,0,0,0,
1995,994.8148319303551,65.31216095238099,791076.6146073479,1367053.8709798646,1040261.8242385341,0,0,0,0,3376485.426700678,0,0,0,0,0,0,0,0,0,0,2660742.8941018158,0,3070202.517299987,0,0,1968394.9215793866,0,1647067.7826790146,3196661.574887318,1139272.1043125128,2987235.3594077085,1114632.5144379067,0,0,0,0,1249890.2560027726,0,1599128.5486218757,0,1579996.0250093068,0,0,1292617.566269521,0,0,1557942.0674861209,0,1345753.4400252965,1486271.2838699187,2197884.0468470063,1234264.7518887664,
2000,623.6431101014634,38.96024431372541,588760.2534534641,185468.35157638535,575818.3513860684,306772.031416774,379757.890180848,357252.85196130513,1104114.3531687371,0,406425.6055376607,1559053.4452635474,1351177.8399904312,1951315.4502284788,331835.0722634184,0,0,292306.5182492354,0,0,828084.0298942267,773671.0092985245,0,0,283056.45537341,0,0,1525366.2949838685,1799521.8551842025,0,1715492.2302513672,0,0,0,1447812.2202704418,0,2350312.362655227,0,2580660.21292281,0,1891948.4480802915,1546392.5912647357,2417272.6529662777,2659460.245804797,1619855.6542284722,1870895.6745170678,2667662.8826346225,1668403.4156349588,2012637.9765185132,2976160.281630371,1532667.7099375178,4271487.922708898,
2001,373.28443718574056,34.10944166666671,919758.7508270071,0,0,0,0,0,947653.04019237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604168.1318879764,0,0,0,0,0,0,0,0,0,1134061.5777873234,0,0,0,0,2449661.6848289426,0,0,0,0,0,0,1120436.4017218568,0,0,0,0,970461.6687219054,0,
2033,291.0777396069239,28.141053958333213,790002.4497294893,0,0,0,0,0,838071.0332463726,0,0,1288339.0850803694,0,1186969.0773007981,0,0,0,0,0,0,1083479.5428782357,999864.6189137994,796063.947273868,1567622.9732470554,0,1039385.4781752531,0,1140451.0885889889,0,821162.9757326713,963638.7936650326,0,0,1222841.6078498308,1168010.3472215307,0,1565466.256863092,0,1888112.7552116571,967497.2272000832,0,1217190.9436142389,0,0,1289215.9929032885,1454902.4603546546,1859976.0048555392,1146338.651816054,1590253.446992679,1597324.1725318711,0,0,
2040,619.4215704454396,36.79023145833332,727740.1228883428,0,0,0,0,0,0,0,174987.55579072176,0,0,845676.650390734,0,0,0,0,0,0,298283.75229269714,0,335155.9089893226,0,0,0,442551.1304335251,0,1106700.6067591708,0,0,0,786966.458575188,825673.5498544074,0,0,0,0,1600634.8634974207,511693.07915376005,660066.037607811,706685.5499146247,1174517.3493897852,0,820698.7689203763,0,0,0,0,0,662056.8154922609,0,
2045,695.3569223553305,28.75835333333339,701620.157561994,763182.7853317992,1443541.8967203477,799957.7073405067,923933.9359134021,0,0,0,0,548467.7469319137,1053112.6475652498,0,0,0,690181.7430628134,851919.974610707,0,0,0,0,794358.5878246023,0,0,0,0,884244.9069689284,1904770.0983542171,0,0,0,0,3465351.8019773243,0,859146.6003699616,0,0,1338679.4777258756,0,0,0,0,0,0,0,0,558959.6321341578,824479.647408839,0,0,818328.6072085811,
2046,710.5536170785391,36.40248222222233,716487.1548357432,0,0,0,0,0,967167.9350569919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1467593.4681051816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2047,497.3166224047428,37.89679944444426,749000.486448971,0,0,0,0,0,0,0,587772.011957658,1387228.1653323395,1387529.094188783,1544631.7703912123,0,0,0,499365.7061970581,0,0,0,0,0,1530227.8764153116,542146.1642348318,0,0,0,0,0,1635837.8816563848,0,0,1457677.9482373465,0,0,0,585816.925484054,0,893658.9338419526,1219992.1888401096,0,0,0,0,1545063.096666106,0,1168523.4204970417,0,0,0,0,
2056,771.6436495972233,29.412831190476222,540988.9442149594,0,6375331.722706863,1723246.8431349436,2001035.7810173866,546089.4056220383,0,0,2338171.0971989064,1013839.4729014854,1236769.5963449255,881894.6894372893,551795.3695312194,0,3348858.535143248,1381136.2589933295,742058.3678043537,1061801.9072301388,535231.1236399787,1528666.4762529796,3395507.4191139177,2323102.5660268506,608300.2211236663,0,999829.9989027007,1389933.246392084,0,0,0,4058334.0587590137,0,1327951.028406486,315698.8069770946,1985698.785035777,0,967815.6854937682,0,1241395.6905542132,0,1632048.3297488894,1810746.7500510751,7838120.443930316,288084.1373701315,2059852.520059304,0,0,3491396.897427168,1662593.655157598,664695.6922674933,0,
2062,1091.9030609829779,66.86110696969696,618432.8732175174,743985.4829193822,2427492.3983891783,0,0,0,0,2333398.8338506166,0,1647611.1821621826,0,0,0,0,0,441055.9798062667,0,1015643.7340644887,0,2263853.9061566247,0,0,1399409.3758009162,2251974.1509456458,0,0,0,0,1781873.8206782318,0,2028241.307806346,1853748.7088296001,0,1029309.3161586493,0,0,0,2330162.2248742166,1297829.8574459723,1727570.288475477,0,0,1390425.1848371427,2131290.2041058047,1511044.3515900576,0,3306695.763639803,0,3098876.904841508,0,
2065,286.2736172584864,26.353648611111083,794674.4753670685,0,0,0,792705.6829744629,1010299.8507722901,0,0,1049786.143253028,0,0,0,656045.0737200116,0,0,704259.9183638637,733949.042668463,833081.0773511094,0,0,0,0,729079.951617445,0,0,0,0,0,0,589339.5906038234,0,0,0,748128.1882736696,0,836333.7227123091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2066,302.24741236425274,30.34305398148145,577775.5506789052,0,0,0,0,0,1275223.5063337071,0,0,1099007.3471376156,0,0,0,0,297151.2762285363,0,0,0,567674.8862082355,705111.3692619331,0,0,0,0,1013106.6830677873,0,0,0,0,0,0,1333112.5822030532,0,0,0,336237.7001599595,0,1161070.3303228284,1182560.680726395,1578861.0070729875,1508553.2129104522,1446228.2472349156,0,1037688.5805204643,0,1585918.3546899066,1471173.4940029185,0,0,2254422.551863955,
2070,517.3421774251109,47.04797606060609,732571.4926058431,0,620470.0517977725,494572.50525487255,559869.0444188464,412753.39974589203,0,0,0,0,0,0,579041.7255464937,0,0,591440.3199077828,363368.8927752242,0,0,0,664768.3304955324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,519138.5845244041,0,0,0,0,1956572.6114223315,0,0,0,0,0,0,0,0,0,
2077,363.273635367301,23.578248125000094,608269.3763061234,0,0,0,171727.36506365813,109661.46983504848,632889.5928911939,0,0,1097582.0436882772,647042.8461752618,1051541.7967085396,0,0,0,0,0,0,379291.5725672376,386981.9648559627,0,533583.2352498373,0,846192.6533402768,0,792735.300108513,956339.9321730101,340988.49205537647,1043904.8049782992,0,929615.519648428,823848.2033103552,998878.8510738823,108045.79024624258,0,0,1043542.029933931,0,714619.6059480214,1002083.3442268348,894813.5591684141,1108305.3914489907,1166291.745704268,1019559.8099829112,1203557.9020426397,771483.9639356572,1295605.55643447,1118065.063191069,859714.9302693985,1541112.0399957024,
2085,879.7367960173151,65.35164973684213,585379.1319231228,948526.1081998973,0,1588429.5468704954,1699661.4482055379,0,0,896978.6359383459,1606228.9932926,754375.3676419181,0,0,0,0,0,0,0,1267509.9234446008,885757.2296973884,0,0,937282.4001588378,1285223.8500403047,0,893704.5942226531,0,0,0,0,1430107.638178526,0,0,0,195736.50305097183,0,0,0,950407.5804422799,0,828628.6796100982,0,940835.255373829,0,0,0,0,0,643622.1170706806,0,631652.9515617411,
2086,806.6838826171953,62.99677147727267,588683.9726995609,830312.9120145821,1198538.2503917217,1323340.6214342036,1047503.3954366033,0,1069084.832469331,0,848309.9752486314,1494095.0259310636,1372170.0099790446,1150038.7022077912,1413101.8077116688,1051044.6467074847,1006910.7517024929,1044701.3408695584,1024921.2850538116,1235266.9548973555,919702.7667215016,1317280.2087539872,1444817.8878469593,0,0,1084976.3349477744,0,978131.0140032106,1038771.8660798636,727159.2884944108,1680028.479541301,977776.9279771391,1570358.4340103394,1401973.860616159,1554158.9199860916,1366591.8855011351,0,1226956.2473989963,1482840.9106945358,868467.6474478642,993373.2665357406,819034.737493311,1274784.4501331379,910250.1651353593,915483.8924876942,1085016.0989686786,1278684.3683074065,1089630.8917294585,1401737.8551801087,1316670.6536162915,1244663.8171039252,1637703.2982262745,
2090,916.855465896489,72.87800159722217,730183.7799092253,1885395.2640989348,0,0,1903066.055552132,3308036.7313602786,4622682.660049528,0,0,810933.6573706707,1652174.8395433684,1470596.1149420687,3092976.9590502805,0,0,0,2791124.95140362,956119.2630444418,2122707.254350009,3311114.896982746,3661665.256517562,1010571.3145958189,0,0,0,0,1151896.4493237338,1588399.1419361492,1202636.8831535098,0,0,0,4884478.202630363,0,0,0,880436.5024371526,1765144.5197036588,0,0,0,0,1154497.760197601,943889.0492999624,0,0,0,886967.3915406705,0,0,
2098,372.35803759678737,26.071753523809623,657154.5404695314,0,230547.56838240306,0,412660.35768541135,377000.0434527943,0,1071800.0633967204,574938.5172638928,0,899800.3058162328,0,328980.9540922943,412018.23939648323,254685.519158386,278409.307359413,411490.0595657522,320310.55717003584,0,938759.0155858536,269855.2820278043,971691.1788253771,0,0,0,0,989135.8532548416,534325.5195647243,0,0,1112229.4419489086,1470701.5344861296,0,241163.65814989194,1502017.5777146742,481332.23693608615,734604.7647050872,932946.2084060622,667620.4988956895,1380869.9915882724,1328296.2253606736,866729.8486346897,1476140.3975700121,1075577.4714682444,1184707.1572485792,0,0,1642079.2291912108,1360741.5767051827,1116326.9605896182,
2104,679.3620354555752,25.917180000000002,666441.8437198626,0,1135337.0303828842,0,557273.1397551671,0,0,0,0,0,721489.683194302,0,0,0,0,0,0,3668682.7147850515,0,0,0,0,0,0,0,918043.0948677169,1131033.7815369628,0,0,0,4005494.445417864,0,0,0,2365837.315025562,0,0,0,0,0,0,2345298.4889598866,0,2711831.7043358996,0,0,0,0,0,610344.9892435946,
2111,1555.069159167884,53.824830192307644,669764.5185081917,1633909.7745956143,0,1882385.8679605378,0,1986292.285648766,0,1956364.1042916584,1816161.7140780704,0,0,1369011.9274251312,0,0,0,0,1163502.314679212,0,0,2204801.429991554,0,1606343.1024836043,744373.8742867429,2002692.7679167553,0,1813764.9529458992,0,0,1115572.8270747673,2379746.760681027,0,1540538.4098007104,2008875.0655965914,3062438.7154394463,1354039.3744364423,2419630.2391966973,1638305.9936150662,0,947265.051684482,0,0,988351.9611673706,1504892.5666045104,0,0,2111377.2862393544,0,0,1539813.5556178973,0,
2112,502.2843467280234,4.469195151515182,641987.9737696616,0,0,0,1259973.372428826,998728.5226494948,0,0,1183727.7440828083,0,0,0,0,0,946760.9915718666,0,828419.1315484471,0,994753.5305971167,0,1707821.1439913868,0,0,0,0,0,0,0,0,1846616.4474587322,0,0,0,0,0,1533612.934892071,0,0,0,1017856.9156559199,0,0,0,0,0,0,0,0,0,0,
2113,597.3769106829081,36.80250257575759,698513.9406781457,0,0,1227595.9201230665,1228368.7984109456,1015357.0805356106,0,0,0,0,1565057.9152964405,1138896.8453480727,0,0,899588.5267743187,957081.6149016516,0,929928.7020369889,0,797998.7147813777,0,0,0,1041130.9783727681,0,0,0,0,0,0,1306427.092401441,1059544.7488636055,0,0,1210257.2222490297,0,0,0,1247711.1784246564,1013662.6204564106,1647855.529748943,1383974.1641784129,1038933.8813364599,0,0,1195202.5812066842,0,0,991158.2669678167,1449596.8442896553,
2123,482.3305447563561,18.71502,606438.5435059798,0,0,0,0,0,0,0,0,0,0,871396.134664271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1805971.2148516236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2128,649.4268797530184,50.986410384615354,572015.1147000076,0,0,0,0,0,746541.8855259367,1017173.1343525798,0,1099878.5356606585,1027188.7247423807,1108155.9592317254,0,0,0,0,0,0,714511.8250433147,0,0,1022748.2140692836,0,0,670144.7783738757,934104.1660163616,1172095.7213172175,588389.5459059089,1236676.9872862126,0,989885.7044785467,1049135.3016726624,1092857.3255273,0,1660074.108160388,0,1463562.3610621921,0,894124.947336471,0,1296754.7423247644,1391203.616622936,1007696.6629751348,1133069.4312171442,1287137.1557182954,874853.0273418984,0,0,0,1681893.2937131512,
2162,276.26799276122705,28.561180833333335,641777.723591468,0,0,0,0,0,0,0,588371.7759242812,0,0,0,0,0,0,0,0,0,838928.7548360226,0,0,0,600865.9207132423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1147043.7019711516,0,0,0,0,0,1664393.5334600352,
2166,1624.4364781265042,69.98749591666666,558815.6953537352,2272175.3799574124,3711958.10941811,4024288.414308058,2192114.726023824,1.0680853928796127E7,0,1090879.2814371719,2518146.865780535,1292556.527250562,2903891.7638262934,4651454.838126244,6780598.026877349,5414730.003660113,2862336.960683753,3024139.811035147,4116307.24209552,3034838.840287788,2498337.1961918413,5684420.622117474,4676470.136922773,0,0,2802744.37300022,1865913.310389362,1292401.964180991,2832300.348834323,1973399.6349943427,2082904.856605022,4611380.782945473,4441263.918350566,0,1.0931952923039513E7,3775862.1797754657,2018358.4966395488,0,0,0,0,2239140.0684448252,1972036.7966973193,1148284.9773666852,1817260.8765066452,2505312.192850168,0,1938981.274504705,1904060.0816607766,2243770.620474924,2476476.4393252097,0,
2171,672.5392803106199,48.91442136363632,535082.1994770041,896790.1661484172,937950.0947356393,0,888974.6813557566,1289342.7480759688,1010116.3921012778,0,945578.3620504123,1100879.101379418,0,0,969366.3364449401,0,970305.7435733576,962217.9993639237,999465.351982653,943042.8047932086,797905.2948272864,0,1201047.1438911855,857936.267126133,0,0,0,992802.9277985842,0,0,907661.2403234793,1081522.636118593,0,0,1242126.9164986068,1068875.438148809,915458.99773182,1137021.9250448658,0,871649.8984401204,705379.0056098697,1049795.7829396708,996404.1549289244,895066.5041482706,817368.701506567,975885.9735173382,0,0,1189331.101563194,1033969.0236823248,0,1600691.0926293468,
2173,930.6331204288905,25.003344047619102,522255.36725538026,731053.6458288651,1236851.203278519,980045.8395968305,1061245.2354292106,888843.423207518,582283.1268501657,950463.661327115,1093323.140089815,834713.6122243798,1080107.4853175124,856591.0493688328,1122033.230104895,794304.531076577,730637.5262918384,1015498.6050590739,759053.8901932633,840845.5258748693,939406.4767027793,733893.6357553838,1392280.9148268856,1247454.7966964298,938831.0735400561,1101358.4267696347,795643.4865736627,790274.6351325668,1007025.9949444719,663596.3502839062,0,925439.9313758533,880810.1346595545,805090.6441464906,645595.6803751916,1013762.7129921399,1053378.8932511846,834744.8138279341,1172909.9271682063,1029768.2355904465,968098.4334351062,886613.4382554276,1124297.5023209152,947306.7041063849,886475.1346670124,1193425.440790413,686848.5817351958,799061.6922814597,882550.8554653265,1099674.8661612794,807501.5482671515,916096.5433188706,
2175,810.444430773174,24.063775294117647,698948.1219753595,987840.321109423,1348085.1324737398,1038347.2360412998,0,0,0,0,0,636197.0254491013,0,0,0,0,822081.449632192,906639.8615425299,0,2330040.3340976248,0,0,0,0,2463369.68463229,0,0,975555.1037477021,0,0,2246740.097665804,1328068.065206897,0,0,0,1115020.3622430004,0,0,1260341.8554244216,0,0,0,2093344.2478835622,0,0,1995488.2447406014,0,0,0,0,0,979748.1794448742,
2176,622.4300503738829,16.860961944444497,762235.8462803827,0,1608241.443358121,0,1932253.2975798787,0,0,0,0,0,0,0,0,0,0,0,0,1572819.2419636804,0,0,0,0,1436483.213437014,0,0,0,0,0,1592747.5532727225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
